epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
102,18646,1.46163,1.12118,0.01805,0.70215,0.52952,0.5885,0.3673,1.50969,1.59358,0.02299,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004
103,18818.6,1.46619,1.11467,0.01803,0.69893,0.53315,0.58673,0.36558,1.51235,1.59299,0.02305,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608
104,18992.1,1.46186,1.11455,0.01806,0.69458,0.53246,0.58824,0.36669,1.51345,1.59175,0.02305,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212
105,19167.1,1.45912,1.10404,0.01796,0.69542,0.53162,0.58951,0.36707,1.51282,1.59145,0.02304,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816
106,19340.5,1.45386,1.104,0.01789,0.69493,0.53431,0.58823,0.36621,1.50993,1.59436,0.023,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
107,19514.4,1.45498,1.11053,0.018,0.69487,0.53335,0.5882,0.36663,1.51117,1.59256,0.02304,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024
108,19687.7,1.45072,1.08802,0.01793,0.69761,0.53227,0.58659,0.36548,1.51154,1.59325,0.02308,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628
109,19862.1,1.45057,1.0885,0.01776,0.69317,0.53561,0.5878,0.36627,1.51299,1.59083,0.0231,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232
110,20038.5,1.4585,1.0967,0.01809,0.69565,0.53617,0.5877,0.36651,1.51424,1.59051,0.02312,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836
111,20213.1,1.44826,1.09439,0.0178,0.69208,0.54042,0.58839,0.3667,1.51136,1.5945,0.02303,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
112,20388.7,1.44206,1.0969,0.01778,0.69078,0.53746,0.5876,0.36631,1.51251,1.59487,0.02306,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044
113,20565,1.4435,1.0726,0.01778,0.69702,0.53795,0.58791,0.36688,1.513,1.59553,0.02308,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648
114,20743,1.44398,1.09191,0.0179,0.68714,0.53806,0.58758,0.36654,1.51479,1.59469,0.02312,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252
115,20918,1.44209,1.07408,0.01777,0.69202,0.54026,0.5876,0.3662,1.51499,1.59381,0.0231,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856
116,21093.6,1.43967,1.07758,0.0177,0.69651,0.53664,0.58764,0.36627,1.51287,1.59908,0.02309,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
